Symbol,Acquirers_Multiple,ROIC,Revenue_Growth,Z_Score,RSI,Beta
LRCX,19.805146626132593,0.2777717583067679,0.201638849586657,2.558938395325691,38.401954967772404,1.491
LIN,28.05243356149474,0.10232517850292658,0.06441529744640051,0.49090717847817744,53.21948020940373,0.943
LULU,13.465491646569351,0.31122326031759145,0.2976815357559004,1.8009443253969541,30.82594793920444,1.256
MAR,18.953010364933743,0.15283944846926853,0.30905173156517085,1.3134844589857444,20.724845004565566,1.601
MRVL,-129.34722374713698,-0.02056669100501684,0.2287350183006509,-0.06897142991732812,41.96455346572967,1.46
MELI,51.18309922545255,0.10330953190524765,0.5385451059867346,0.4917431712569421,70.31161608821992,1.597
META,27.147685572330005,0.20359894261463354,0.1620698681017323,1.172253215052499,60.08600038953052,1.212
MCHP,18.50506590377926,0.16119623012373058,0.11969890766195124,1.1281285437088928,36.54881981963475,1.538
MU,-19.719182443671002,-0.084959691225449,-0.10165633642941962,0.6091278363992902,29.14865660445099,1.18
MSFT,27.55595934330595,0.21366830481702115,0.13400558612967717,1.1783953546039054,29.51192982124705,0.894
MRNA,-5.94321145175749,-0.23005535656138065,1.9102937803053828,0.2745956800173669,15.780666517009507,1.662
MDLZ,20.095323477455,0.07859534114944461,0.1065593718785054,0.930743371013153,70.09445079560265,0.537
MDB,-69.94889271473312,-0.08144988120469382,0.417920144465481,-1.1038312096073308,40.62499684074419,1.13
MNST,22.239183828848315,0.2016570034115444,0.15795107464901914,1.523942432588291,23.17516603163763,
NFLX,40.32097833262367,0.142698927636695,0.10497600217361525,1.119864139762643,48.595559250605625,1.266
NVDA,77.70414218512677,0.501643135345667,0.5401727547489652,2.2905215433300876,41.00499606827695,1.68
NXPI,18.965915159956474,0.15094649529832055,0.15519262479790874,0.3375600542027677,40.5500981658638,1.501
ORLY,22.86178846438713,0.2296819107914333,0.10863648513219015,0.44193023928863234,70.44644810351025,0.924
ODFL,25.573366324672865,0.29763353229713485,0.13470927031510338,1.9990881092839352,50.49597496907117,1.003
ON,12.213981756963575,0.19777226224347721,0.16237530563994418,1.3463451177432049,49.72036224542553,1.69
PCAR,9.343268473025697,0.1456615568521975,0.23324019220818237,1.021853642763709,26.647382683653575,0.916
PANW,261.8288205731991,0.02670831867927261,0.2645798962418118,-0.030361145016584948,43.03378885378542,1.145
PAYX,20.317228226852492,0.20938833296414366,0.09170045406246818,0.9893702266182547,58.478125935714566,0.991
PYPL,13.158897915857604,0.0601708735973517,0.11539420076479345,0.5938612077988462,60.89828007648883,1.424
PDD,8.9915758803908,0.16863674740601334,0.608621759873474,0.8586346949931813,57.18408895001404,0.615
PEP,21.30842416789282,0.1284939549231305,0.09134277505738808,1.399690531867257,56.61536810546331,0.526
QCOM,23.789971919876734,0.15258620689655172,0.15034576831811775,1.0722296238244513,38.84808637639325,1.272
REGN,26.70875697250307,0.12796778737734354,0.15573110966538306,1.5759874486853163,68.44363710087632,0.128
ROP,36.236217355030945,0.06195793023875033,0.1537619071912475,0.9408708618088222,30.341791197615592,1.015
ROST,20.635867750187096,0.16137380491295555,0.17592031247745799,0.8799528521076307,38.95767688172297,1.086
SBUX,19.58672677751731,0.18688424377239307,0.15222126617247556,0.2717376169533545,40.36144804842372,0.935
SMCI,39.981897853488576,0.2071287433712799,0.2873000563923702,1.2294752075595234,17.50645883169784,1.269
SNPS,57.88742713040042,0.13028587366210687,0.16603696807557555,1.343352745648923,40.540554168751676,1.069
TTWO,-23.203832838534836,-0.0936325909191366,0.1662103918271003,-0.6046321079815665,27.89268325764344,0.835
TMUS,23.49217556295204,0.0685711809400911,0.04725181485829033,0.2758115773153186,67.60048545629081,0.506
TSLA,69.48738369677201,0.08339117222232643,0.4531681342167806,0.6413091598041607,35.01633567249303,2.313
TXN,24.64803953839858,0.22662915790775318,0.06603221443468765,3.010649808334364,46.57239962973807,0.973
TTD,209.46402170790103,0.04100896621117286,0.3253036636180697,0.19173238131220102,38.68420148563509,1.478
VRSK,35.651269841830874,0.25920157577700925,0.05718303403779945,2.9129589336020705,38.90805424854692,0.845
VRTX,26.791225202553687,0.18950559167979164,0.16724957485402014,1.2500598322936005,33.81365788737692,0.392
WBD,-62.77767685778781,-0.007217511017701638,0.5703214671700654,-0.0344012968710542,27.397253652475513,
WDAY,286.28251138797816,0.01112326768781911,0.18904471494525343,-0.11059445660102116,33.63264762813296,1.354
XEL,23.733642089644512,0.04038764649885298,0.0721718445146382,0.30496106368701137,62.68657958414996,0.378
ZS,-109.92944439990661,-0.0629165896455328,0.5535180205162553,-0.6306817000834462,29.309096366330877,0.842
