Symbol,Acquirers_Multiple,ROIC,Revenue_Growth,Z_Score,RSI,Beta,Value_Rank,Quality_Rank,Growth_Rank,Financial_Health_Rank,Sentiment_Rank,Composite_Score,Final_Score
DDOG,-1086.917859909156,-0.0085018769981849,0.5221730409424246,-0.0827241981345869,43.94050001655733,1.108,0.98989898989899,0.1,0.94,0.11,0.7623762376237624,0.6027073207320732,0.26880746504650466
XEL,23.733642089644512,0.0403876464988529,0.0721718445146382,0.3049610636870113,62.68657958414996,0.378,0.46464646464646464,0.22,0.21,0.29,0.49504950495049505,0.32939888988898886,0.26714249969996995
KDP,19.76727035190983,0.0612699021676577,0.0843770630476281,0.3246268943027047,69.5213762103481,0.618,0.6363636363636364,0.27,0.23,0.32,0.3069306930693069,0.3831021602160216,0.264723592709271
CDNS,116.66571589826958,0.2226369174940043,0.1509053200995518,1.9536715024329343,45.24992507585667,1.033,0.08080808080808081,0.83,0.51,0.89,0.801980198019802,0.5474404440444045,0.2646874546954696
ADP,21.688849555930297,0.0916290029744659,0.0856857880801147,0.9107170909465496,74.08651612303689,0.791,0.5252525252525253,0.45,0.24,0.59,0.12871287128712872,0.4194470447044705,0.25355573852385244
TTWO,-23.20383283853484,-0.0936325909191366,0.1662103918271003,-0.6046321079815665,27.89268325764344,0.835,0.9090909090909091,0.02,0.61,0.06,0.19801980198019803,0.42852925292529254,0.2496182898289829
CRWD,-27898.186554385964,-0.0003001570746796,0.517470863448231,-0.2240200736626084,25.404587909659117,1.095,1.0,0.12,0.93,0.07,0.1188118811881188,0.5383811881188119,0.24361748762376237
CSX,15.17224897336213,0.1310130164119977,0.1146677357330332,0.7555366911903414,46.95291700283038,1.197,0.7373737373737373,0.58,0.35,0.51,0.8811881188118812,0.6008309330933093,0.24123361963696366
TMUS,23.49217556295204,0.0685711809400911,0.0472518148582903,0.2758115773153186,67.60048545629081,0.506,0.47474747474747475,0.31,0.11,0.27,0.36633663366336633,0.319057905790579,0.23833625562556252
CEG,27.511687651891013,0.0484455652310965,0.1228166158024175,0.1808601599747822,48.84899860007802,0.736,0.36363636363636365,0.24,0.4,0.19,0.9702970297029703,0.3746206120612061,0.23676022682268227
BKNG,19.677852276263923,0.2397091446881932,0.4649287723959301,2.621703228986936,24.869618493679862,1.385,0.6464646464646465,0.91,0.92,0.96,0.10891089108910891,0.7603304830483049,0.23380162353735373
MDB,-69.94889271473312,-0.0814498812046938,0.417920144465481,-1.1038312096073308,40.62499684074419,1.13,0.9292929292929293,0.05,0.87,0.02,0.6336633663366337,0.5316542154215422,0.2312695837083709
CPRT,30.43795671778437,0.220628628089047,0.2060847379526511,1.8063390126180656,40.85779840411402,1.275,0.29292929292929293,0.82,0.72,0.88,0.6534653465346535,0.6342253225322532,0.2299066794179418
HON,19.805440745565264,0.1227793579845591,0.0395258829166951,1.4969329540837055,26.45659024653521,1.032,0.6161616161616161,0.53,0.08,0.83,0.1485148514851485,0.47269996999699976,0.2287867854785479
META,27.147685572330005,0.2035989426146335,0.1620698681017323,1.172253215052499,60.08600038953052,1.212,0.37373737373737376,0.76,0.58,0.7,0.5643564356435643,0.5795568556855686,0.22834540114011403
FTNT,40.52711921714517,0.1703426138946672,0.26924080665477,0.2030707131934591,72.86994982562733,0.979,0.20202020202020202,0.71,0.79,0.21,0.16831683168316833,0.4444377437743775,0.2268854681968197
AEP,25.738746310349445,0.0386258326093252,0.0836138769647749,0.3128171155516941,64.5142248909037,0.524,0.40404040404040403,0.2,0.22,0.31,0.43564356435643564,0.3052764776477648,0.2252940405040504
ADI,28.055234515999963,0.0816449353141968,0.2998459719670931,0.5665831654147422,40.755152770036666,1.083,0.3333333333333333,0.38,0.83,0.44,0.6435643564356436,0.49135643564356435,0.22528692574257425
SNPS,57.88742713040042,0.1302858736621068,0.1660369680755755,1.343352745648923,40.54055416875168,1.069,0.13131313131313133,0.57,0.6,0.78,0.6039603960396039,0.47928997899789977,0.22310948522352236
KLAC,28.45193690540762,0.235569925965263,0.1235194953251044,0.8805440816464581,48.84724177392827,1.263,0.32323232323232326,0.9,0.41,0.58,0.9603960396039604,0.587009300930093,0.21631292739273927
LIN,28.05243356149474,0.1023251785029265,0.0644152974464005,0.4909071784781774,53.21948020940373,0.943,0.3434343434343434,0.47,0.18,0.37,0.8712871287128713,0.39915901590159014,0.21095553990399038
ADBE,35.057655376842106,0.2233117297424359,0.1468255745217179,2.3046240639376743,41.64789810068333,1.298,0.2828282828282828,0.84,0.48,0.93,0.7029702970297029,0.600645514551455,0.21082657560756068
EXC,20.638101721405437,0.039519035707955,-0.1303904707470418,0.2061026529848541,63.27683128769347,0.588,0.5454545454545454,0.21,0.01,0.22,0.46534653465346537,0.2976710171017101,0.21015573807380733
AAPL,28.719761450625978,0.3241818238542414,0.1176828346030312,1.0689502897190166,35.30981804369462,1.244,0.31313131313131315,0.97,0.38,0.64,0.42574257425742573,0.5510136513651366,0.20828316021602164
CHTR,12.2139156552055,0.0849632795037807,0.0432220945098056,0.1637700162371851,66.61082738341719,1.04,0.8080808080808081,0.41,0.09,0.18,0.38613861386138615,0.42853810381038104,0.2056982898289829
AMGN,28.84759116829176,0.0812833233834942,0.035023948514048,-0.1143390905160878,44.61663610761102,0.58,0.30303030303030304,0.37,0.07,0.08,0.7920792079207921,0.28861701170117016,0.2049180783078308
IDXX,36.90994302214509,0.33655007400477,0.1059116089086602,3.0193706296924008,59.96194688587201,1.32,0.25252525252525254,0.98,0.32,1.0,0.5742574257425742,0.5921833183318332,0.20134232823282328
QCOM,23.78997191987673,0.1525862068965517,0.1503457683181177,1.0722296238244513,38.84808637639325,1.272,0.45454545454545453,0.63,0.49,0.65,0.5247524752475248,0.5418388838883889,0.19722935373537354
CTAS,37.68000102869866,0.2256161291036782,0.1048088069391524,2.3658042144368245,45.5314897762558,1.305,0.24242424242424243,0.85,0.29,0.94,0.8118811881188119,0.565415391539154,0.19648184855985604
CDW,20.160821959664464,0.1265299670294928,0.0499600568085756,0.256783794769884,30.720796716888582,1.034,0.5858585858585859,0.54,0.13,0.24,0.32673267326732675,0.40543084308430843,0.19582309720972096
SMCI,39.981897853488576,0.2071287433712799,0.2873000563923702,1.2294752075595234,17.50645883169784,1.269,0.2222222222222222,0.77,0.8,0.74,0.0297029702970297,0.5331369636963696,0.19486156023102313
LRCX,19.805146626132597,0.2777717583067679,0.201638849586657,2.558938395325691,38.4019549677724,1.491,0.6262626262626263,0.94,0.71,0.95,0.504950495049505,0.7578738373837384,0.19287889161416139
ANSS,42.73612283612959,0.0855039857979277,0.1052415941416295,1.292241681033747,46.16030705740219,1.108,0.18181818181818182,0.42,0.31,0.76,0.8514851485148515,0.4206939693969397,0.1876295103510351
ROP,36.23621735503095,0.0619579302387503,0.1537619071912475,0.9408708618088222,30.341791197615592,1.015,0.26262626262626265,0.28,0.53,0.61,0.297029702970297,0.37599084908490854,0.18517549317431747
CSGP,93.8156444066596,0.031649046492595,0.1395499827228303,0.4504198571700841,48.27848484017108,0.813,0.09090909090909091,0.19,0.45,0.35,0.9405940594059405,0.3113321332133213,0.1847756210621062
ILMN,-99.10495250450452,-0.0219562852339036,0.1161669135436453,-0.075086539412521,70.0229582485171,1.149,0.9494949494949495,0.08,0.37,0.12,0.26732673267326734,0.42358115811581165,0.18023378277827784
NFLX,40.32097833262367,0.142698927636695,0.1049760021736152,1.119864139762643,48.595559250605625,1.266,0.21212121212121213,0.6,0.3,0.66,0.9504950495049505,0.4676858685868587,0.17164071377137713
DXCM,47.0563275489376,0.095410647298268,0.2342129705143554,0.5431191635405859,22.010029879495107,1.159,0.16161616161616163,0.46,0.76,0.43,0.06930693069306931,0.3869155415541554,0.16269798522352236
AMAT,20.409146799059315,0.2490806729799212,0.1551768627880356,2.81410394090273,41.2345491687807,1.551,0.5656565656565656,0.92,0.54,0.97,0.6732673267326733,0.7205237023702369,0.1617575711821182
MU,-19.719182443671,-0.084959691225449,-0.1016563364294196,0.6091278363992902,29.14865660445099,1.18,0.898989898989899,0.03,0.03,0.47,0.2079207920792079,0.37448904890489054,0.15354051005100514
MRVL,-129.34722374713698,-0.0205666910050168,0.2287350183006509,-0.0689714299173281,41.96455346572967,1.46,0.9797979797979798,0.09,0.73,0.13,0.7128712871287128,0.5532265226522652,0.14937116111611162
NXPI,18.965915159956477,0.1509464952983205,0.1551926247979087,0.3375600542027677,40.5500981658638,1.501,0.6666666666666666,0.62,0.55,0.33,0.6138613861386139,0.5758861386138614,0.14368359158415844
PYPL,13.158897915857604,0.0601708735973517,0.1153942007647934,0.5938612077988462,60.89828007648883,1.424,0.7676767676767676,0.26,0.36,0.46,0.5544554455445545,0.49174857485748574,0.1416235895589559
ABNB,41.847183346508565,0.0735286994429644,0.4318527613777945,0.0103850811334463,18.519884693350505,1.189,0.1919191919191919,0.34,0.88,0.16,0.039603960396039604,0.3465361536153616,0.14052041029102913
MCHP,18.50506590377926,0.1611962301237305,0.1196989076619512,1.1281285437088928,36.54881981963475,1.538,0.7070707070707071,0.68,0.39,0.67,0.45544554455445546,0.6061657665766578,0.14002429207920794
ISRG,90.60263904007245,0.1144189359841984,0.1779702084290566,0.8076054787423501,54.0882183802993,1.39,0.10101010101010101,0.5,0.65,0.54,0.8316831683168316,0.4494713471347135,0.13708876087608762
BKR,14.669133575757575,0.0714575720665854,0.0719858188421211,-0.0983786709974286,47.57468944756785,1.398,0.7474747474747475,0.33,0.2,0.1,0.900990099009901,0.45184143414341443,0.13600427167716778
AMZN,49.0859376064257,0.0698147593842236,0.141866608981704,0.5317318804063245,33.28831717352273,1.155,0.15151515151515152,0.32,0.46,0.41,0.37623762376237624,0.3165783078307831,0.13375433505850587
PANW,261.8288205731991,0.0267083186792726,0.2645798962418118,-0.0303611450165849,43.03378885378542,1.145,0.050505050505050504,0.18,0.78,0.15,0.7326732673267327,0.31191884188418845,0.13334530490549057
MAR,18.953010364933743,0.1528394484692685,0.3090517315651708,1.3134844589857444,20.72484500456557,1.601,0.6767676767676768,0.65,0.84,0.77,0.0594059405940594,0.654970897089709,0.13066669396939695
ON,12.213981756963577,0.1977722622434772,0.1623753056399441,1.3463451177432049,49.72036224542553,1.69,0.797979797979798,0.74,0.59,0.79,1.0,0.7608939393939395,0.11793856060606063
NVDA,77.70414218512677,0.501643135345667,0.5401727547489652,2.290521543330088,41.00499606827695,1.68,0.1111111111111111,1.0,0.96,0.92,0.6633663366336634,0.6796699669966997,0.10874719471947197
MELI,51.18309922545255,0.1033095319052476,0.5385451059867346,0.4917431712569421,70.31161608821992,1.597,0.1414141414141414,0.48,0.95,0.38,0.24752475247524752,0.4341767176717672,0.08748660861086109
MRNA,-5.94321145175749,-0.2300553565613806,1.9102937803053828,0.2745956800173669,15.780666517009507,1.662,0.8888888888888888,0.01,1.0,0.26,0.019801980198019802,0.5101468646864686,0.08621482013201322
TTD,209.46402170790105,0.0410089662111728,0.3253036636180697,0.191732381312201,38.68420148563509,1.478,0.06060606060606061,0.23,0.86,0.2,0.5148514851485149,0.32916696669666967,0.08591257830783079
DLTR,160.97935316239315,0.0085000113515108,0.062573395518487,0.4809498944309487,19.18392645383898,0.885,0.0707070707070707,0.15,0.17,0.36,0.04950495049504951,0.15166261626162617,0.08455190856585659
DASH,-81.51455279029463,-0.053233693145124,0.440971324478894,-0.8413783559368946,73.82532513556976,1.671,0.9393939393939394,0.07,0.9,0.03,0.13861386138613863,0.49767956795679574,0.08186828892889289
GFS,19.91107925333333,0.0665041010862336,0.1507391653295759,-0.7892595876745733,22.769388089887727,1.56,0.6060606060606061,0.29,0.5,0.04,0.0891089108910891,0.3692290729072908,0.08123039603960397
WDAY,286.28251138797816,0.0111232676878191,0.1890447149452534,-0.1105944566010211,33.63264762813296,1.354,0.04040404040404041,0.16,0.66,0.09,0.39603960396039606,0.23722517251725175,0.07662373072307231
INTC,3760.523858580645,0.0001618190549767,-0.1136129927306315,0.5059230994090994,15.434359830740377,1.047,0.010101010101010102,0.13,0.02,0.39,0.009900990099009901,0.09902040204020401,0.047183221572157215
AMD,542.4849039002494,0.0059070486852765,0.3244022817414833,0.0344037710834499,37.11149046158097,1.681,0.030303030303030304,0.14,0.85,0.17,0.4752475247524752,0.28711566156615664,0.045794948019801975
FANG,9.06266689718402,0.1579600703424019,0.4407098009122325,0.6414227095617393,41.29961227504017,1.889,0.8585858585858586,0.67,0.89,0.49,0.6831683168316832,0.744892589258926,0.04134153870387039
TSLA,69.48738369677201,0.0833911722223264,0.4531681342167806,0.6413091598041607,35.01633567249303,2.313,0.12121212121212122,0.4,0.91,0.48,0.4158415841584158,0.431947794779478,-0.06759982988298834
ARM,1041.9114229059828,0.0147596820991547,0.1683796531451131,0.5345654093604137,30.022214384571527,,0.020202020202020204,0.17,0.63,0.42,0.27722772277227725,0.2652833783378338,
ADSK,,,,,47.36929287694134,1.485,,,,,0.8910891089108911,,
GEHC,18.665066605338808,0.0750292722006532,0.0443776300032117,0.3047975596228508,55.99488325043025,,0.696969696969697,0.35,0.1,0.28,0.7722772277227723,0.43581863186318637,
INTU,,0.1130669546436285,0.2322454330440826,1.1324370050395969,46.09515147613497,1.232,,0.49,0.74,0.68,0.8415841584158416,,
MNST,22.239183828848315,0.2016570034115444,0.1579510746490191,1.523942432588291,23.17516603163763,,0.5151515151515151,0.75,0.57,0.84,0.09900990099009901,0.5919464446444644,
WBD,-62.77767685778781,-0.0072175110177016,0.5703214671700654,-0.0344012968710542,27.397253652475516,,0.9191919191919192,0.11,0.98,0.14,0.1782178217821782,0.5380793579357936,
